laptop_id,Name,Price,Rating,Total_Reviews,Product_Link,Processor,RAM,Operating_System,Storage,Warranty
1,"Samsung Galaxy Book4 Metal",56990,4.4,19735,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_kXWkwc5WAOHuBn_u5WwmbbJxdN-ia_TgvRpw6L_mTRCLrMXFASYbOtPsxxUiDEBnsfGME0kkMQMICwGxasfmZSpiZoP3ZcDDMuaOuWFYumMvd7d2LSUEeJYJYxyzNm4N&ppt=None&ppn=None&ssid=56f49g3z6o0000001784730917322&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
2,"ASUS Vivobook S14 (2025)(i5 14th Gen)",65990,4.4,140,https://www.flipkart.com/asus-vivobook-s14-2025-i5-14th-gen-office-2024-m365-basic-backlit-keyboard-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-s3407va-ly075ws-thin-light-laptop/p/itm2ba976d7093b2?pid=COMHEZZTSJAU3CDG&lid=LSTCOMHEZZTSJAU3CDG0SIINF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_26&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHEZZTSJAU3CDG.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
3,"HP 14 AI PC",89990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-24-gb-1-tb-ssd-windows-11-home-14-ep1181tu-thin-light-laptop/p/itm5d64ff09a148b?pid=COMHG98E5BBG8TAD&lid=LSTCOMHG98E5BBG8TADUEWRKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=ee753269-5c34-4051-94b6-3152be90bc26.COMHG98E5BBG8TAD.SEARCH&ppt=None&ppn=None&ssid=56f49g3z6o0000001784730917322&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","24 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
4,"Samsung Galaxy Book5 AI Metal",84990,4.6,837,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-5-225u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itmc33d2563d0ffc?pid=COMHE4ATPCZ9FXRP&lid=LSTCOMHE4ATPCZ9FXRP7N1GVG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHzyILiBn4gaG6MJslm2xAgO3WHJiuMjlX0EHxFVCjPkyeUBYPBIqgZE3mSuDz4HsbkgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
5,"Samsung Galaxy Book4 Metal",56990,4.4,19735,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHygRgO3WRv6x6IWk_vo-gjcsfGME0kkMQMICwGxasfmZSpiZoP3ZcDDMuaOuWFYumMgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
6,"Samsung Galaxy Book4 Metal",57490,4.4,10670,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHzP1-9yjELkRIjCtzSH4B7aVqKfzRTPmTYCvEc1OQ2_kCChg9vAnpscSdI7uOc1ZHUgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
7,"Acer Aspire Lite",47990,4.1,1615,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH28U4WDFBUKP3&lid=LSTCOMH28U4WDFBUKP3PFEZVB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMH28U4WDFBUKP3.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 3 Quad Core Processor","16 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Carry-in Warranty"
8,"Acer Aspire 3",34990,3.8,9828,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmc0ed9561d2e85?pid=COMHCC7BGNVEZA9B&lid=LSTCOMHCC7BGNVEZA9B1YZNGS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHCC7BGNVEZA9B.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Celeron Dual Core Processor","8 GB DDR4 RAM","64 bit Windows 11 Home","512 GB SSD","1 Year Warranty"
9,"Acer Aspire 3",54990,4.1,2005,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMH397XPF4Z3BMX.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 7 Octa Core Processor","16 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Carry-in Warranty"
10,"HP Omnibook 3 2K WUXGA",72990,4.1,11,https://www.flipkart.com/hp-omnibook-3-2k-wuxga-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-14-hz0024qu-laptop/p/itmbd5346cd09abc?pid=COMHZGK2ACSECZB5&lid=LSTCOMHZGK2ACSECZB52ALLPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHwRtUIWtEIFrj3PhS27hPHrQDaMOpjaAqIhVlr2eDOqkK8WMJxc_eOD3pdFe_35DQUgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
11,"DELL 15 (Previouly Inspiron)",57990,4.5,6,https://www.flipkart.com/dell-15-previouly-inspiron-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-dc15255-thin-light-laptop/p/itmb80bb4e819164?pid=COMHDXXUHGDCHMQX&lid=LSTCOMHDXXUHGDCHMQXUEUE9X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHyXU9mrAYa0Kmv3k3uB0cdcKS7KjhXWMehRCKPAR7kLILb6bL0Zx_kaK68EeWHdQeAgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Quad Core Processor","8 GB LPDDR5 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
12,"Lenovo Chromebook 11IJL9",17990,4,143,https://www.flipkart.com/lenovo-chromebook-11ijl9-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os/p/itmd2a376187074e?pid=COMHCYMG83BGNQHH&lid=LSTCOMHCYMG83BGNQHHQNGMKF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHCYMG83BGNQHH.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Celeron Dual Core Processor","4 GB LPDDR4X RAM",ChromeOS,NULL,"1 Year Onsite Warranty"
13,"HP Essentials(i5 14th Gen)",59990,4.5,10,https://www.flipkart.com/hp-essentials-i5-14th-gen-intel-core-5-13th-gen-120u-8-gb-1-tb-ssd-windows-11-home-15-fd0549tu-thin-light-laptop/p/itm426d2307326b2?pid=COMHFKPVKEQZJYVX&lid=LSTCOMHFKPVKEQZJYVXGB0ABE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHFKPVKEQZJYVX.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor (13th Gen)","8 GB DDR4 RAM","Windows 11 Home","1 TB SSD","1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor"
14,"HP 15 (i3 14th Gen)",49990,4.2,1654,https://www.flipkart.com/hp-15-i3-14th-gen-intel-core-3-100u-16-gb-512-gb-ssd-windows-11-home-15-fd0885tu-thin-light-laptop/p/itm661ed697fa9ca?pid=COMHK4F734GZWHFM&lid=LSTCOMHK4F734GZWHFMN7EU3K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHK4F734GZWHFM.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core 3 Processor","16 GB DDR4 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
15,"ASUS ExpertBook P1 (i3 14th Gen)",50990,4.3,6585,https://www.flipkart.com/asus-expertbook-p1-i3-14th-gen-1-yr-adp-intel-core-3-gen-100u-8-gb-512-gb-ssd-windows-11-home-p1503cva-s72562ws-thin-light-laptop/p/itm1ed622fed8f3a?pid=COMHGYAFDTDPH4GZ&lid=LSTCOMHGYAFDTDPH4GZTQUSTS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHGYAFDTDPH4GZ.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core 3 Processor (14th Gen)","8 GB DDR5 RAM","64 bit Windows 11 Home","512 GB SSD","1 Year Limited Warranty"
16,"ASUS Vivobook 16 (2025)",73990,4.3,116,https://www.flipkart.com/asus-vivobook-16-2025-office-2024-m365-basic-ai-pc-intel-core-ultra-5-series-2-225h-16-gb-512-gb-ssd-windows-11-home-x1607ca-mb142ws-thin-light-laptop/p/itm6e5fc45e4e812?pid=COMH89EBYFHZZGMH&lid=LSTCOMH89EBYFHZZGMHIYRISQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMH89EBYFHZZGMH.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor (Series 2)","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite warranty"
17,"HP 15 (i5 14th Gen)",82990,4.2,195,https://www.flipkart.com/hp-15-i5-14th-gen-intel-core-5-120u-24-gb-512-gb-ssd-windows-11-home-15-fd0262tu-thin-light-laptop/p/itm027a3317f4ff9?pid=COMHM94A7PHVCQT7&lid=LSTCOMHM94A7PHVCQT7QTPOH7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHyKYsy81cwkNupm7Zx12__CajNODExQ3AD2YwLVEpFEnL-0TByd-y2aowfbZcqv2qAgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","24 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
18,"HP 14 AI PC",85990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-14-ep1152tu-thin-light-laptop/p/itm448874079369f?pid=COMHG98EXZ3AJYZN&lid=LSTCOMHG98EXZ3AJYZNODD67U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHz-olHrnrXHPalYLFXoSO3un9sG8qIKSbGwDcGdLV_LgSGkgDYpheMzpTOfbcb9jJrXEToOxZHcLKlgWDTGSI49&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
19,"Acer Aspire 3",33250,3.8,9828,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-128-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZGGGWQC4W&lid=LSTCOMH7NCZGGGWQC4WA6EIVT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMH7NCZGGGWQC4W.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Celeron Dual Core Processor","8 GB DDR4 RAM","64 bit Windows 11 Home","128 GB SSD","1 Year Warranty"
20,"Acer Aspire 3",48104,4.1,1002,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-256-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH898FYYFGRAFZ&lid=LSTCOMH898FYYFGRAFZRSRCGK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMH898FYYFGRAFZ.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 3 Quad Core Processor","8 GB DDR4 RAM","Windows 11","256 GB SSD","1 Year Onsite Warranty"
21,"Samsung Galaxy Book5 AI Metal",91990,4.6,463,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-7-255u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itma9c081cdbe95d?pid=COMHE4ATBCUTGUYT&lid=LSTCOMHE4ATBCUTGUYTJZ7NHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHxSHiAj88o2qh8680-_0cQL_54vlUw9QAlUFlRYR6QtY8H5LP6GMXD1iSKF2pPmS-QgHM8ej7ZbhmAvSMToc60m&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
22,"Lenovo 100e Chromebook Gen 4",20990,4,3211,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os/p/itm041aea27f1885?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAAREQMZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHA9FK8YXVUUWA.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"MediaTek Kompanio 520 Processor","4 GB LPDDR4X RAM",ChromeOS,NULL,"1 Year Carry-in Warranty"
23,"HP OMEN AI",134990,4.5,112,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHy8Uwpsv2uYahaLAOMTL83iSt8s0FwzStmVNuDw0YIb7vRQYaQqNgqexXd2bqUccoJsFE5ToXBHCPzbhbS1Vx1o&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen AI 7 Octa Core Processor","24 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
24,"ASUS Vivobook 14 (2025)",58990,4.4,693,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1407qa-ly088ws-thin-light-laptop/p/itm50b9ac5b77ae0?pid=COMHEDHREAGHHPGG&lid=LSTCOMHEDHREAGHHPGGDRJ6MG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=bae6476f-85ba-40a0-889b-71a08a1cb35f.COMHEDHREAGHHPGG.SEARCH&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
25,"ASUS TUF Gaming A15 (2026)",83990,4.7,39,https://www.flipkart.com/asus-tuf-gaming-a15-2026-amd-ryzen-7-170-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-fa506ncq-hn008w-laptop/p/itm187b00d3b76d3?pid=COMHHNH8QYHRSTCG&lid=LSTCOMHHNH8QYHRSTCGYUF05H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=27ed236b-3426-42e2-a9ba-7ba53609e119.COMHHNH8QYHRSTCG.SEARCH&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 7 Processor","16 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Service"
26,"Samsung Galaxy Book4 Metal",56990,4.4,19735,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=en_Ic5ziquTi-xyo-USlwrd3m-2BOSV46O3FrVLU6XavOJlp6BUpYJ3iL-dGykDdWOVsfGME0kkMQMICwGxasfmZSpiZoP3ZcDDMuaOuWFYumO-TLoHQfxDL5YfQlxCfpwn&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
27,"Samsung Galaxy Book4 Metal",57490,4.4,10670,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_Ic5ziquTi-xyo-USlwrd3m-2BOSV46O3FrVLU6XavOIxnxCe3B_2ASuI-K6Z8SJ-VqKfzRTPmTYCvEc1OQ2_kCChg9vAnpscSdI7uOc1ZHW-TLoHQfxDL5YfQlxCfpwn&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
28,"HP 14 AI PC",79990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_Q1C_KtzCI8zDLFcmGomTJTPJvXPAf6azCFvpRBN1NHzr69SNdoSCnnKqFEoshU853zzcGhlXkGO1hWP1UU6KY6U4JGq2qGfuCYjFJWjKqlTXEToOxZHcLKlgWDTGSI49&ppt=sp&ppn=sp&ssid=h7u7ths5xc0000001784730922905&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
29,"ASUS Vivobook 15 (2026)",64990,4.5,113,https://www.flipkart.com/asus-vivobook-15-2026-office-2024-m365-basic-amd-ryzen-5-hexa-core-150-16-gb-512-gb-ssd-windows-11-home-m1502naq-bq118ws-thin-light-laptop/p/itm194545ff7b206?pid=COMHKDXB5DD3ARYM&lid=LSTCOMHKDXB5DD3ARYMIU2AJX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=27ed236b-3426-42e2-a9ba-7ba53609e119.COMHKDXB5DD3ARYM.SEARCH&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Hexa Core Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
30,"Lenovo IdeaPad Slim 1",33990,4.2,7228,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-15alc6-thin-light-laptop/p/itm3680fb576eb7b?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=27ed236b-3426-42e2-a9ba-7ba53609e119.COMGN2YDSFGGXYG3.SEARCH&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Hexa Core Processor","16 GB DDR4 RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
31,"ASUS Vivobook 14 (2025)",48990,4.3,3115,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1404va-eb321ws-thin-light-laptop/p/itm86b2575a66c73?pid=COMHEZZTACFZCGWF&lid=LSTCOMHEZZTACFZCGWFFCUHCO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=27ed236b-3426-42e2-a9ba-7ba53609e119.COMHEZZTACFZCGWF.SEARCH&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (13th Gen)","8 GB DDR4 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
32,"HP Omnibook 3 2K WUXGA",72990,4.1,11,https://www.flipkart.com/hp-omnibook-3-2k-wuxga-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-14-hz0024qu-laptop/p/itmbd5346cd09abc?pid=COMHZGK2ACSECZB5&lid=LSTCOMHZGK2ACSECZB52ALLPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=en_Ic5ziquTi-xyo-USlwrd3m-2BOSV46O3FrVLU6XavOKLzp0S-m-Mb3Fs1eOq-DBOQDaMOpjaAqIhVlr2eDOqkK8WMJxc_eOD3pdFe_35DQW-TLoHQfxDL5YfQlxCfpwn&ppt=sp&ppn=sp&ssid=pwnzwl4e8w0000001784730928669&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
