laptop_id,Name,Price,Rating,Total_Reviews,Product_Link,Processor,RAM,Operating_System,Storage,Warranty
200,"HP 14 AI PC",79990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_208&otracker=search&fm=organic&iid=en_lJQMZ6fAebm4BGtp5cX7RMlZLUqv96guGRxDb1Fx562hr3YhuY6I0UB-CvNZwu61q1hjzYDbDbYctS2-qOIVIqU4JGq2qGfuCYjFJWjKqlQKKresYsQ-S8YqTaNkbBPe&ppt=sp&ppn=sp&ssid=ldw9f9oe680000001784730961036&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
201,"HP 14 AI PC",79990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_231&otracker=search&fm=organic&iid=en_GpZGeYaDB5CsX_LtkzfG-w42lWRF0_xGIS3WXd8UeE48yzUfkS7K172NeORxPXG53zzcGhlXkGO1hWP1UU6KY6U4JGq2qGfuCYjFJWjKqlRfeeNxEXn4adYC9S9CjkyZ&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
202,"Samsung Galaxy Book5 AI Metal",91990,4.6,463,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-7-255u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itma9c081cdbe95d?pid=COMHE4ATBCUTGUYT&lid=LSTCOMHE4ATBCUTGUYTJZ7NHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_232&otracker=search&fm=organic&iid=en_GpZGeYaDB5CsX_LtkzfG-w42lWRF0_xGIS3WXd8UeE6hQoMVoIpILV73NG31ln7w_54vlUw9QAlUFlRYR6QtY-UBYPBIqgZE3mSuDz4Hsblscc0SicV-cqMEV76ZU8LC&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
203,"HP Omen",137142,4.1,10,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-165-hz-xd0020ax-gaming-laptop/p/itm7991b9400c775?pid=COMH8Z22R5VV34QQ&lid=LSTCOMH8Z22R5VV34QQMOPQCU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_234&otracker=search&fm=organic&iid=ef19066e-9fed-4154-9e5c-e4e01be84a47.COMH8Z22R5VV34QQ.SEARCH&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 7 Octa Core Processor","16 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Carry-in Warranty"
204,"Acer Aspire Lite",47990,4.1,1615,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH28U4WDFBUKP3&lid=LSTCOMH28U4WDFBUKP3PFEZVB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_243&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMH28U4WDFBUKP3.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 3 Quad Core Processor","16 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Carry-in Warranty"
205,"ASUS ExpertBook P1",84990,4.3,995,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGHHOIA2G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_235&otracker=search&fm=organic&iid=ef19066e-9fed-4154-9e5c-e4e01be84a47.COMH8Z2QT98FWRGH.SEARCH&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"Intel Core i7 Processor (13th Gen)","32 GB DDR5 RAM","64 bit Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
206,"HP Victus (i7 14th Gen)",124319,4.3,20,https://www.flipkart.com/hp-victus-i7-14th-gen-intel-core-7-240h-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fa2409tx-gaming-laptop/p/itmd695a3eede2c4?pid=COMHGFYMMZYA4VYV&lid=LSTCOMHGFYMMZYA4VYVRFIKC5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_244&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMHGFYMMZYA4VYV.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core 7 Processor","24 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
207,"ASUS Vivobook 14 (2025)",68990,4.4,37,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-i5-14th-gen-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1404vap-eb542ws-x1404vap-eb1542ws-thin-light-laptop/p/itm36dfaa305203e?pid=COMHEDHRGABJG29C&lid=LSTCOMHEDHRGABJG29CZC2TR1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_236&otracker=search&fm=organic&iid=ef19066e-9fed-4154-9e5c-e4e01be84a47.COMHEDHRGABJG29C.SEARCH&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","16 GB DDR4 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
208,"Samsung Galaxy Book5 AI Metal",84990,4.6,837,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-5-225u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itmc33d2563d0ffc?pid=COMHE4ATPCZ9FXRP&lid=LSTCOMHE4ATPCZ9FXRP7N1GVG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_237&otracker=search&fm=organic&iid=en_GpZGeYaDB5CsX_LtkzfG-w42lWRF0_xGIS3WXd8UeE7xvRgm9HeUnnon07KsQ-TZ3WHJiuMjlX0EHxFVCjPkycH5LP6GMXD1iSKF2pPmS-Rscc0SicV-cqMEV76ZU8LC&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
209,"Acer Aspire 7(i5 14th Gen)",95990,4.8,27,https://www.flipkart.com/acer-aspire-7-i5-14th-gen-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-a715-79g-gaming-laptop/p/itma76d4e57926fd?pid=COMHMQGHHGBCAG4Z&lid=LSTCOMHMQGHHGBCAG4ZLQJNCQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_245&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMHMQGHHGBCAG4Z.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","16 GB DDR4 RAM","64 bit Windows 11 Home","512 GB SSD","1 Year Onsite Service"
210,"HP OMEN AI",134990,4.5,112,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_238&otracker=search&fm=organic&iid=en_GpZGeYaDB5CsX_LtkzfG-w42lWRF0_xGIS3WXd8UeE64b5zaFY8Ik-fY37kn5MtESt8s0FwzStmVNuDw0YIb7vRQYaQqNgqexXd2bqUccoI1kPN98WCVMLxSLqDFA51-&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen AI 7 Octa Core Processor","24 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
211,"HP Omnibook 3 2K WUXGA",72990,4.1,11,https://www.flipkart.com/hp-omnibook-3-2k-wuxga-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-14-hz0024qu-laptop/p/itmbd5346cd09abc?pid=COMHZGK2ACSECZB5&lid=LSTCOMHZGK2ACSECZB52ALLPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_247&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8YcpzviuDc8VdbiKrZAAb5kixFPRBQDaMOpjaAqIhVlr2eDOqkK8WMJxc_eOD3pdFe_35DQV13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor","16 GB LPDDR5X RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
212,"ASUS TUF Gaming F16 (2025)",149990,4.8,31,https://www.flipkart.com/asus-tuf-gaming-f16-2025-office-2024-m365-basic-intel-core-i7-14th-gen-14650hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-intel-graphics-nvidia-geforce-rtx-5050-165-ghz-fx608jhr-rv135ws-laptop/p/itmd83c686196175?pid=COMHGSA9FFWSYKSG&lid=LSTCOMHGSA9FFWSYKSGR7ERH8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_239&otracker=search&fm=organic&iid=ef19066e-9fed-4154-9e5c-e4e01be84a47.COMHGSA9FFWSYKSG.SEARCH&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"Intel Core i7 Processor (14th Gen)","16 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
213,"HP Victus",76354,4.4,1170,https://www.flipkart.com/hp-victus-amd-ryzen-7-hexa-core-7445hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fb3122ax-gaming-laptop/p/itm7389a8b4c5a14?pid=COMHDWKFZGHSYR59&lid=LSTCOMHDWKFZGHSYR596VT4PT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_240&otracker=search&fm=organic&iid=ef19066e-9fed-4154-9e5c-e4e01be84a47.COMHDWKFZGHSYR59.SEARCH&ppt=sp&ppn=sp&ssid=djmcx9gpsg0000001784730966598&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 7 Hexa Core Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
214,"Samsung Galaxy Book4 Metal",56990,4.4,19735,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_241&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8Ycpzvis57v6o-p0NJivSt83JTCvisfGME0kkMQMICwGxasfmZSpiZoP3ZcDDMuaOuWFYumN13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
215,"Samsung Galaxy Book4 Metal",57490,4.4,10670,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_242&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8YcpzvitmRBqaOvJm1djB8ZyUou-qVqKfzRTPmTYCvEc1OQ2_kCChg9vAnpscSdI7uOc1ZHV13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (13th Gen)","8 GB LPDDR4X RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
216,"HP 15 (i5 14th Gen)",82990,4.2,195,https://www.flipkart.com/hp-15-i5-14th-gen-intel-core-5-120u-24-gb-512-gb-ssd-windows-11-home-15-fd0262tu-thin-light-laptop/p/itm027a3317f4ff9?pid=COMHM94A7PHVCQT7&lid=LSTCOMHM94A7PHVCQT7QTPOH7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_248&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8YcpzvivVlc6heXsCkf04OR9l2H8DajNODExQ3AD2YwLVEpFEnHQxmIaeT1eVU6lHR1JOxyB13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core 5 Processor","24 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
217,"DELL Inspiron 5440 (2026) (i3 14th Gen)",52990,4,134,https://www.flipkart.com/dell-inspiron-5440-2026-i3-14th-gen-intel-core-3-gen-100u-8-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itmcb515f5806b29?pid=COMHJSFN4CYQJ79Z&lid=LSTCOMHJSFN4CYQJ79ZULWIJV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_249&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMHJSFN4CYQJ79Z.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core 3 Processor (14th Gen)","8 GB DDR5 RAM","64 bit Windows 11","512 GB SSD","1 Year"
218,"ASUS Vivobook 15",39990,4.2,8891,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_250&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMHYWSWMFQQBCG3.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core i5 Processor (12th Gen)","8 GB DDR4 RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
219,"DELL 15 (Previouly Inspiron)",57990,4.5,6,https://www.flipkart.com/dell-15-previouly-inspiron-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-dc15255-thin-light-laptop/p/itmb80bb4e819164?pid=COMHDXXUHGDCHMQX&lid=LSTCOMHDXXUHGDCHMQXUEUE9X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_251&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8Ycpzviuy-_A7HbVcsWmN1KvitXB3KS7KjhXWMehRCKPAR7kLICmyONG8u9GUv-mVZHUzBox13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Quad Core Processor","8 GB LPDDR5 RAM","Windows 11","512 GB SSD","1 Year Onsite Warranty"
220,"Samsung Galaxy Book5 AI Metal",84990,4.6,837,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-5-225u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itmc33d2563d0ffc?pid=COMHE4ATPCZ9FXRP&lid=LSTCOMHE4ATPCZ9FXRP7N1GVG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_261&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8YcpzvitVYHyInqCoBBbnShrRCUdV3WHJiuMjlX0EHxFVCjPkycH5LP6GMXD1iSKF2pPmS-R13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 5 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
221,"HP 14 AI PC",85990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-14-ep1152tu-thin-light-laptop/p/itm448874079369f?pid=COMHG98EXZ3AJYZN&lid=LSTCOMHG98EXZ3AJYZNODD67U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_252&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8Ycpzviutn61L9LPMhMTtroT3EZ30n9sG8qIKSbGwDcGdLV_LgSGkgDYpheMzpTOfbcb9jJpcPKTKyR4YpAC7IWBpBVne&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
222,"HP OMEN AI",134990,4.5,112,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_262&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8YcpzvisKJvsLt5JJxWeDwhXWDEYISt8s0FwzStmVNuDw0YIb7vRQYaQqNgqexXd2bqUccoJx_m6_Z6WKonHK7B9sSuCD&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen AI 7 Octa Core Processor","24 GB DDR5 RAM","Windows 11 Home","1 TB SSD","1 Year Onsite Warranty"
223,"MSI Modern 15",64990,4,63,https://www.flipkart.com/msi-modern-15-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-b13m-288in-thin-light-laptop/p/itme125a89adb5a0?pid=COMGMV6VGQXP9MDH&lid=LSTCOMGMV6VGQXP9MDHSLDMUX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_253&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMGMV6VGQXP9MDH.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core i7 Processor (13th Gen)","16 GB DDR4 RAM","Windows 11","512 GB SSD","1 Year Carry-in Warranty"
224,"ASUS Gaming V16 (2025)",92990,4.4,123,https://www.flipkart.com/asus-gaming-v16-2025-office-2024-m365-basic-ai-pc-i7-14th-gen-intel-core-7-240h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-v3607vu-rp275ws-laptop/p/itm787b40d6e3a05?pid=COMH89EBHSUGNEQM&lid=LSTCOMH89EBHSUGNEQMLXJQ6J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_263&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMH89EBHSUGNEQM.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite warranty"
225,"HP Laptop",49999,4.2,3329,https://www.flipkart.com/hp-laptop-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0129tu-15-fd0568tu-thin-light/p/itmcf7c16556a324?pid=COMHF6WAGPZCBQVZ&lid=LSTCOMHF6WAGPZCBQVZYOEG12&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_254&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMHF6WAGPZCBQVZ.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (13th Gen)","8 GB DDR4 RAM","Windows 11 Home","512 GB SSD","1 Year Carry-in Warranty"
226,"ASUS Vivobook Go 15",44990,4.2,2632,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj132ws-e1504fa-nj521ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQYSOFRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_255&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMGNRNUKRMMXNZQ.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Quad Core Processor","8 GB LPDDR5 RAM","64 bit Windows 11","512 GB SSD","1 Year Onsite Warranty"
227,"Acer One",43999,4.2,13552,https://www.flipkart.com/acer-one-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-ao-14-z-8-415-thin-light-laptop/p/itm91bac6ba57245?pid=COMGPF5CQ7VDWDT4&lid=LSTCOMGPF5CQ7VDWDT4PET780&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_256&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMGPF5CQ7VDWDT4.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core i3 Processor (11th Gen)","8 GB DDR4 RAM","64 bit Windows 11","512 GB SSD","1 Year Warranty"
228,"HP 14 AI PC",79990,4.1,790,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_257&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8YcpzvitC12v_U37yfjVsBpKldXbL3zzcGhlXkGO1hWP1UU6KY6U4JGq2qGfuCYjFJWjKqlRcPKTKyR4YpAC7IWBpBVne&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Warranty"
229,"Samsung Galaxy Book5 AI Metal",91990,4.6,463,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-7-255u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itma9c081cdbe95d?pid=COMHE4ATBCUTGUYT&lid=LSTCOMHE4ATBCUTGUYTJZ7NHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_258&otracker=search&fm=organic&iid=en_Sz4NNK_jI-BsmMJ67pD7jHAJbSKl4p3I1Fz8Ycpzvit7eqX62_AhW_oFyOJLd_EY_54vlUw9QAlUFlRYR6QtY-UBYPBIqgZE3mSuDz4Hsbl13QyT2GRrdxyNmnyjLnxP&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 7 Processor","16 GB LPDDR5X RAM","64 bit Windows 11","512 GB SSD","1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
230,"ASUS Expertbook",69900,4.1,49,https://www.flipkart.com/asus-expertbook-amd-ryzen-5-hexa-core-150-16-gb-512-gb-ssd-windows-11-home-pm1503cda-s70546ws-laptop/p/itmb2cdbe5dbfbb8?pid=COMHHT9GCKNHQSZZ&lid=LSTCOMHHT9GCKNHQSZZIYMTRA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_264&otracker=search&fm=organic&iid=76bb05b8-dc9e-46ea-845e-1811079c6399.COMHHT9GCKNHQSZZ.SEARCH&ppt=sp&ppn=sp&ssid=hylpv6wpog0000001784730971962&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Hexa Core Processor","16 GB DDR5 RAM","Windows 11 Home","512 GB SSD","1 Year Onsite Service"
