Page,Item_No,Name,Price,Rating,Reviews,Image_URL,Product_Link,Specifications
5,19,ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0...,"₹27,290",3.9,611 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/u/w/-original-imahf69hwz6gnedj.jpeg?q=70,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1405cka-nk0154-cx1405cka-s60342/p/itm076cdd51ac69a?pid=COMHDDZ7PYJZSGUZ&lid=LSTCOMHDDZ7PYJZSGUZDQ7ISM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_115&otracker=search&fm=organic&iid=9a2c5c64-62a7-4d15-b2d2-00db59da1213.COMHDDZ7PYJZSGUZ.SEARCH&ppt=sp&ppn=sp&ssid=53t5ctxjr40000001784730939724&qH=312f91285e048e09&ov_redirect=true,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | MyASUS | 1 Year Onsite Warranty
5,20,MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 Series 2 240H - (16 GB/512 GB SSD/Wind...,"₹72,990",4.4,"1,197 Ratings",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/a/v/-original-imahg5fxgntg3thz.jpeg?q=70,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm96df72a170b7f?pid=COMHAUZWRPCKAGKZ&lid=LSTCOMHAUZWRPCKAGKZOGJOIN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_116&otracker=search&fm=organic&iid=9a2c5c64-62a7-4d15-b2d2-00db59da1213.COMHAUZWRPCKAGKZ.SEARCH&ppt=sp&ppn=sp&ssid=53t5ctxjr40000001784730939724&qH=312f91285e048e09&ov_redirect=true,Intel Core 7 Processor (Series 2) | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty
5,21,Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,"₹91,990",4.6,463 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/2/e/-original-imahzcf3jkkjkhgc.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-7-255u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itma9c081cdbe95d?pid=COMHE4ATBCUTGUYT&lid=LSTCOMHE4ATBCUTGUYTJZ7NHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_117&otracker=search&fm=organic&iid=en_yFECMEQfkAiTHRzprd7psARPHjIgTGFgJXJYmyiK3lJUTSvXfz6OxiJrvyNKkqM1_54vlUw9QAlUFlRYR6QtY8H5LP6GMXD1iSKF2pPmS-SXuINVXdeUA48cZXf8Je7d&ppt=sp&ppn=sp&ssid=53t5ctxjr40000001784730939724&qH=312f91285e048e09&ov_redirect=true,Intel Core Ultra 7 Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
5,22,HP OMEN AI AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹1,34,990",4.5,112 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/a/f/-original-imahgfdy8czyaypq.jpeg?q=70,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_118&otracker=search&fm=organic&iid=en_yFECMEQfkAiTHRzprd7psARPHjIgTGFgJXJYmyiK3lJzJs4_m-CNpdIFp4I8eVjoSt8s0FwzStmVNuDw0YIb7vRQYaQqNgqexXd2bqUccoLqCFXhzdVKKDy5H43A1ndG&ppt=sp&ppn=sp&ssid=53t5ctxjr40000001784730939724&qH=312f91285e048e09&ov_redirect=true,AMD Ryzen AI 7 Octa Core Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty
5,23,HP OMEN AI AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹1,34,990",4.5,112 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/a/f/-original-imahgfdy8czyaypq.jpeg?q=70,https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_119&otracker=search&fm=organic&iid=9a2c5c64-62a7-4d15-b2d2-00db59da1213.COMHEHHXKFQSABXZ.SEARCH&ppt=sp&ppn=sp&ssid=53t5ctxjr40000001784730939724&qH=312f91285e048e09&ov_redirect=true,AMD Ryzen AI 7 Octa Core Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty
5,24,Acer Aspire 7 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹74,990",4.3,106 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/v/b/-original-imahjjyhfquyb7dv.jpeg?q=70,https://www.flipkart.com/acer-aspire-7-i5-14th-gen-intel-core-5-210h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-a715-79g-gaming-laptop/p/itm356d6c17565ef?pid=COMHGEUYN3UZFJRM&lid=LSTCOMHGEUYN3UZFJRM4GHADL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_120&otracker=search&fm=organic&iid=9a2c5c64-62a7-4d15-b2d2-00db59da1213.COMHGEUYN3UZFJRM.SEARCH&ppt=sp&ppn=sp&ssid=53t5ctxjr40000001784730939724&qH=312f91285e048e09&ov_redirect=true,Intel Core 5 Processor | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Warranty
6,1,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹56,990",4.4,"19,735 Ratings",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/t/y/-enriched-transparent-original-imahg53xspmfrsdd.png?q=70,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-np750xgj-lg6in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_121&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk50F2RnvUSC7lAU83EsxjBSsfGME0kkMQMICwGxasfmZSpiZoP3ZcDDMuaOuWFYumPgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core i5 Processor (13th Gen) | 8 GB LPDDR4X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
6,2,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹57,490",4.4,"10,670 Ratings",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/k/o/-enriched-transparent-original-imahg53xmzmtsynn.png?q=70,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg9in-thin-light-laptop/p/itmc29d559898e6f?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_122&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk67zW8Ca1u1dlLer2CzbP9cVqKfzRTPmTYCvEc1OQ2_kCChg9vAnpscSdI7uOc1ZHXgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR4X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty
6,3,DELL 15 (2025) Microsoft Office Home 2024 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹58,990",4.3,"1,450 Ratings",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/t/k/-original-imahgx8wzexjwf68.jpeg?q=70,https://www.flipkart.com/dell-15-2025-microsoft-office-home-2024-intel-core-i5-13th-gen-16-gb-512-gb-ssd-windows-11-home-vostro-3530-rpl-thin-light-laptop/p/itm131ebb1b7cdce?pid=COMHBG6HU7GJGR8G&lid=LSTCOMHBG6HU7GJGR8GMYENLT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_123&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHBG6HU7GJGR8G.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 | Dell Support Assist | 1 Year Onsite Hardware Service
6,4,Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 100e...,"₹23,990",3.9,"1,499 Ratings",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/g/4/-original-imahgfdyf6grkw9r.jpeg?q=70,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os/p/itm2ea2371d3bde4?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZTEADVB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_124&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHA9FKZ7KSC3SZ.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,MediaTek MediaTek Kompanio 528 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty
6,5,Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphi...,"₹1,71,990",4.4,24 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/u/i/-original-imahe9x9gyhggy6f.jpeg?q=70,https://www.flipkart.com/acer-predator-helios-neo-16s-ai-intel-core-ultra-7-255hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5070-phn16s-71-gaming-laptop/p/itmc6d30f6de45a2?pid=COMHDT6GJMZG5PVP&lid=LSTCOMHDT6GJMZG5PVPTZ8JY9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_125&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHDT6GJMZG5PVP.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core Ultra 7 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Warranty
6,6,DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 240H - (16 GB/1 TB SSD/...,"₹1,45,990",3.9,19 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/d/v/-original-imahzye35hmhz2bs.jpeg?q=70,https://www.flipkart.com/dell-alienware-16-aurora-i7-14th-gen-microsoft-office-home-2024-intel-core-7-240h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5060-oan1625000901mino-gaming-laptop/p/itm5d0745cd0e132?pid=COMHDWZ6GNEBPEBF&lid=LSTCOMHDWZ6GNEBPEBFZQYJ1Y&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_126&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHDWZ6GNEBPEBF.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core 7 Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 | Alienware Command Center | 1 Year Onsite Warranty
6,7,HP Omnibook 3 2K WUXGA Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) Omnibook 3 14-hz0024QU Laptop,"₹72,990",4.1,11 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/e/9/-original-imahzvfcsqpynrcd.jpeg?q=70,https://www.flipkart.com/hp-omnibook-3-2k-wuxga-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-14-hz0024qu-laptop/p/itmbd5346cd09abc?pid=COMHZGK2ACSECZB5&lid=LSTCOMHZGK2ACSECZB52ALLPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_127&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk7jGnWbsJXpf3MhtHlKdow_QDaMOpjaAqIhVlr2eDOqkK8WMJxc_eOD3pdFe_35DQXgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 inch) Display | MS Office Home 2024 | 1 Year Onsite Service
6,8,DELL 15 (Previouly Inspiron) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) DC15255 T...,"₹57,990",4.5,6 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/x/0/-original-imahzv9agugnddrg.jpeg?q=70,https://www.flipkart.com/dell-15-previouly-inspiron-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-dc15255-thin-light-laptop/p/itmb80bb4e819164?pid=COMHDXXUHGDCHMQX&lid=LSTCOMHDXXUHGDCHMQXUEUE9X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_128&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk7TboUhGymTlr-3E1zRxwSuKS7KjhXWMehRCKPAR7kLILb6bL0Zx_kaK68EeWHdQeDgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 38.1 cm (15 Inch) Display | 1 Year Onsite Warranty
6,9,ASUS ROG Zephyrus G16 OLED (2026) Intel Core Ultra 9 386H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Grap...,"₹4,99,990",Not Found,Not Found,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/d/3/-original-imahzwfkpke4ryht.jpeg?q=70,https://www.flipkart.com/asus-rog-zephyrus-g16-oled-2026-intel-core-ultra-9-386h-32-gb-2-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-5070-ti-240-hz-gu606ar-tb039ws-gaming-laptop/p/itmdee0c1001d6a1?pid=COMHNHH8FBHVAY2N&lid=LSTCOMHNHH8FBHVAY2NVLQNF7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_129&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHNHH8FBHVAY2N.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,"Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 2 TB SSD | 40.64 cm (16 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year, Xbox Game Pass for 2 months | 1 Year Onsite Service"
6,10,walker Intel Celeron Dual Core Intel N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A2 Thin and Light L...,"₹30,000",Not Found,Not Found,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/v/e/-original-imahpcujtf6bxz8z.jpeg?q=70,https://www.flipkart.com/walker-intel-celeron-dual-core-n4020-4-gb-128-gb-ssd-windows-11-home-nu14a2-thin-light-laptop/p/itmac8bb18fe144e?pid=COMHHXHGEGN7NHTN&lid=LSTCOMHHXHGEGN7NHTNLIU90G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_130&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHHXHGEGN7NHTN.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Celeron Dual Core Processor | 4 GB DDR4 RAM | 32 bit Windows 11 Operating System | 128 GB SSD | 35.56 cm (14 inch) Display | 1 Year Onsite Service
6,11,HP 15 (i5 14th Gen) Intel Core 5 120U - (24 GB/512 GB SSD/Windows 11 Home) 15-fd0262TU Thin and Light ...,"₹82,990",4.2,195 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/i/b/-original-imahzu4rwxnezv9x.jpeg?q=70,https://www.flipkart.com/hp-15-i5-14th-gen-intel-core-5-120u-24-gb-512-gb-ssd-windows-11-home-15-fd0262tu-thin-light-laptop/p/itm027a3317f4ff9?pid=COMHM94A7PHVCQT7&lid=LSTCOMHM94A7PHVCQT7QTPOH7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_131&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk5UTTmLW7hIH64rE66nhABeajNODExQ3AD2YwLVEpFEnL-0TByd-y2aowfbZcqv2qDgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core 5 Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365(1-Year Validity) | 1 Year Onsite Service
6,12,Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,"₹84,990",4.6,837 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/2/e/-original-imahzcf3jkkjkhgc.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book5-ai-metal-intel-core-ultra-5-225u-16-gb-512-gb-ssd-windows-11-home-np750xhd-thin-light-laptop/p/itmc33d2563d0ffc?pid=COMHE4ATPCZ9FXRP&lid=LSTCOMHE4ATPCZ9FXRP7N1GVG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_132&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk6PMvmXaplK32r3S7vHLCFb3WHJiuMjlX0EHxFVCjPkyeBu1d32v--9VSkIFt_qqVTgae-kpFEgIWrWoEcewlkZ&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core Ultra 5 Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
6,13,Samsung Galaxy Book3 Pro EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) NP...,"₹86,490",4.6,29 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/w/0/-original-imahg5ftchwagrwx.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book3-pro-evo-amoled-intel-core-i7-13th-gen-1360p-16-gb-1-tb-ssd-windows-11-home-np940xfg-kc5in-thin-light-laptop/p/itm56e22bce344e5?pid=COMGPXFFZ7R7ZQJ9&lid=LSTCOMGPXFFZ7R7ZQJ99AJJRH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_133&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMGPXFFZ7R7ZQJ9.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty
6,14,"ASUS Vivobook S16 (2026) with Metallic Design, Gaming Grade CPU AMD Ryzen 5 220 - (16 GB/512 GB SSD/Wi...","₹74,990",4.4,38 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/k/s/-original-imahzwfkkmcxyw5j.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s16-2026-metallic-design-gaming-grade-cpu-amd-ryzen-5-220-16-gb-512-gb-ssd-windows-11-home-m3607ha-rp219ws-thin-light-laptop/p/itm68882d208580b?pid=COMHHHBZCZ24FT89&lid=LSTCOMHHHBZCZ24FT89FOBJTC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_134&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHHHBZCZ24FT89.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,"AMD Ryzen 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 inch) Display | MSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year | 1 Year Onsite Warranty"
6,15,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹69,990",4.4,"3,287 Ratings",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/g/p/-enriched-transparent-original-imahgwkqughzkwt3.png?q=70,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_135&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMHE4ATFWNVHXHS.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
6,16,"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC, Snapdragon X - (16 GB/512 GB SSD/W...","₹61,990",4.1,169 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/i/0/-original-imahg5fx22kacqjp.jpeg?q=70,https://www.flipkart.com/asus-vivobook-16-2025-copilot-pc-backlit-keyboard-ai-pc-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1607qa-mb049ws-thin-light-laptop/p/itmaff92a0acb4ff?pid=COMH9EVGZHTHHPFH&lid=LSTCOMH9EVGZHTHHPFHWI6NKH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_136&otracker=search&fm=organic&iid=447b5a77-2df6-45e3-ba61-b890be726387.COMH9EVGZHTHHPFH.SEARCH&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,"Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty"
6,17,HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1151TU/14-gr1036TU/14-ep...,"₹79,990",4.1,790 Ratings,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/9/k/-original-imahgry8nwkejmae.jpeg?q=70,https://www.flipkart.com/hp-14-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-ep1151tu-14-gr1036tu-14-ep1151tu-thin-light-laptop/p/itm4c681812b88bf?pid=COMHF8G932EYZAJF&lid=LSTCOMHF8G932EYZAJFOUI9CA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_137&otracker=search&fm=organic&iid=en_1qIIdxl_62nbzkykufBv_4rOMbEfrCxKIHfFLHZ5bk6TK91yPRnBz5fOMGs41wyP3zzcGhlXkGO1hWP1UU6KY6U4JGq2qGfuCYjFJWjKqlRJSZLoWTeXR7Lb_w-IVbg6&ppt=sp&ppn=sp&ssid=riyctednpc0000001784730945053&qH=312f91285e048e09&ov_redirect=true,Intel Core Ultra 7 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty
